# x y z nx ny nz intensity label station_id range_m
4.400671 7.959931 2.762751 -1.000000 0.000000 0.000000 0.487644 1 0 4.5978
4.402127 7.959917 2.864365 -1.000000 0.000000 0.000000 0.478714 1 0 4.6278
4.399356 7.959945 2.965962 -1.000000 0.000000 0.000000 0.513608 1 0 4.6601
4.048481 7.963452 2.940833 0.000000 0.000000 -1.000000 0.454381 5 0 4.3180
3.910374 7.964832 2.983887 -1.000000 0.000000 0.000000 0.593998 5 0 4.2062
3.912458 7.964811 3.080178 -1.000000 0.000000 0.000000 0.606981 5 0 4.2419
4.385201 7.960086 3.385847 -0.997290 0.000000 -0.073565 0.479017 1 0 4.7964
4.371177 7.960227 3.490213 -0.992479 0.000000 -0.122412 0.465810 1 0 4.8303
4.357653 7.960362 3.596291 -0.992479 0.000000 -0.122412 0.493817 1 0 4.8644
4.340130 7.960537 3.701932 -0.985278 -0.000000 -0.170961 0.487165 1 0 4.8981
4.324591 7.960692 3.810233 -0.985278 -0.000000 -0.170961 0.473197 1 0 4.9319
4.302071 7.960917 3.916378 -0.975701 -0.000000 -0.219104 0.483878 1 0 4.9652
4.280075 7.961138 4.024462 -0.975701 -0.000000 -0.219104 0.507833 1 0 4.9986
4.252659 7.961412 4.130955 -0.963776 -0.000001 -0.266715 0.495454 1 0 5.0313
3.848658 7.965449 3.990806 -0.453991 0.000000 -0.891007 0.525319 6 0 4.6191
4.154221 7.962396 4.449596 -0.949527 -0.000001 -0.313686 0.496518 1 0 5.1290
4.115728 7.962781 4.555100 -0.932992 -0.000001 -0.359897 0.484819 1 0 5.1602
4.072710 7.963211 4.658788 -0.932992 -0.000001 -0.359897 0.480270 1 0 5.1924
4.028408 7.963654 4.763065 -0.914207 -0.000001 -0.405247 0.495044 1 0 5.2227
3.982253 7.964116 4.867517 -0.914208 -0.000002 -0.405246 0.492602 1 0 5.2543
3.934678 7.964592 4.972548 -0.893221 -0.000002 -0.449617 0.519427 1 0 5.2835
3.881296 7.965126 5.074143 -0.893222 -0.000002 -0.449616 0.505114 1 0 5.3147
3.823494 7.965703 5.173207 -0.870084 -0.000002 -0.492904 0.480979 1 0 5.3427
3.767970 7.966259 5.276228 -0.844849 -0.000003 -0.535004 0.496131 1 0 5.3726
3.703146 7.966907 5.371508 -0.844849 -0.000003 -0.535004 0.468483 1 0 5.4000
3.640987 7.967529 5.471267 -0.817580 -0.000003 -0.575815 0.495702 1 0 5.4284
3.504274 7.968896 5.662373 -0.788340 -0.000004 -0.615240 0.499293 1 0 5.4822
3.431619 7.969623 5.755446 -0.788340 -0.000004 -0.615240 0.482472 1 0 5.5084
3.356534 7.970373 5.847231 -0.757202 -0.000005 -0.653181 0.494510 1 0 5.5337
3.277237 7.971166 5.935199 -0.757202 -0.000005 -0.653181 0.487815 1 0 5.5593
3.196199 7.971976 6.022443 -0.724239 -0.000006 -0.689549 0.476404 1 0 5.5829
3.114083 7.972798 6.109957 -0.724240 -0.000007 -0.689548 0.481184 1 0 5.6078
3.027344 7.973665 6.192345 -0.689533 -0.000007 -0.724254 0.472464 1 0 5.6295
2.939447 7.974545 6.274658 -0.653163 -0.000008 -0.757217 0.502448 1 0 5.6527
2.847707 7.975461 6.352405 -0.653163 -0.000008 -0.757217 0.477676 1 0 5.6736
2.754521 7.976394 6.429360 -0.615223 -0.000009 -0.788354 0.499184 1 0 5.6948
2.659092 7.977348 6.504050 -0.615223 -0.000009 -0.788354 0.477543 1 0 5.7149
2.560947 7.978329 6.575332 -0.575799 -0.000010 -0.817591 0.522811 1 0 5.7341
2.461823 7.979321 6.646484 -0.575799 -0.000010 -0.817591 0.486858 1 0 5.7534
2.358375 7.980355 6.710236 -0.534988 -0.000010 -0.844860 0.485636 1 0 5.7705
2.255664 7.981382 6.777413 -0.492888 -0.000012 -0.870093 0.487447 1 0 5.7887
2.149352 7.982445 6.838034 -0.492888 -0.000012 -0.870093 0.492583 1 0 5.8039
2.041721 7.983522 6.897147 -0.449603 -0.000013 -0.893229 0.497725 1 0 5.8199
1.931844 7.984621 6.952080 -0.449603 -0.000013 -0.893229 0.481465 1 0 5.8343
1.819976 7.985739 7.003014 -0.405231 -0.000013 -0.914214 0.498366 1 0 5.8480
1.707973 7.986860 7.055432 -0.405231 -0.000013 -0.914214 0.515086 1 0 5.8616
1.592660 7.988012 7.098828 -0.359887 -0.000014 -0.932996 0.484568 1 0 5.8729
1.478044 7.989159 7.146618 -0.313673 -0.000014 -0.949531 0.506211 1 0 5.8854
1.360081 7.990338 7.183496 -0.313673 -0.000014 -0.949531 0.499017 1 0 5.8946
1.242187 7.991518 7.222383 -0.266707 -0.000016 -0.963778 0.487770 1 0 5.9047
1.123007 7.992709 7.257527 -0.266707 -0.000016 -0.963778 0.472621 1 0 5.9130
1.001933 7.993920 7.284603 -0.219096 -0.000016 -0.975703 0.508615 1 0 5.9206
0.880866 7.995131 7.313419 -0.219096 -0.000016 -0.975703 0.505030 1 0 5.9281
2.474985 8.031151 -0.211974 -1.000000 0.000000 0.000000 0.535274 6 0 2.9858
2.475415 8.031156 -0.138026 -1.000000 0.000000 0.000000 0.539039 6 0 2.9452
2.514279 8.031580 -0.089477 0.000000 0.000000 1.000000 0.460465 6 0 2.9539
2.634989 8.032902 -0.088184 0.000000 0.000000 1.000000 0.459992 6 0 3.0595
2.767934 8.034356 -0.088709 0.000000 0.000000 1.000000 0.462787 6 0 3.1744
3.085986 8.037840 -0.181317 -0.127977 0.000000 0.991777 0.409151 1 0 3.4946
3.210715 8.039205 -0.161907 -0.127977 0.000000 0.991777 0.416328 1 0 3.6025
2.823833 8.034968 0.105216 -1.000000 0.000000 0.000000 0.445959 4 0 3.1341
2.826650 8.034999 0.175880 -1.000000 0.000000 0.000000 0.460280 4 0 3.1039
2.824089 8.034971 0.247627 -1.000000 0.000000 0.000000 0.467148 4 0 3.0757
2.824390 8.034974 0.316857 -1.000000 0.000000 0.000000 0.459279 4 0 3.0492
2.983930 8.036721 0.325092 0.000000 0.000000 1.000000 0.364360 4 0 3.1946
3.184233 8.038915 0.325474 0.000000 0.000000 1.000000 0.336505 4 0 3.3839
3.416424 8.041455 0.323697 0.000000 0.000000 1.000000 0.352092 4 0 3.5987
3.667500 8.044202 0.325831 0.000000 0.000000 1.000000 0.358145 4 0 3.8444
3.966707 8.047475 0.324770 0.000000 0.000000 1.000000 0.347191 4 0 4.1281
4.400707 8.052228 0.301070 -1.000000 0.000000 0.000000 0.487326 1 0 4.5533
4.400474 8.052225 0.399167 -1.000000 0.000000 0.000000 0.481480 1 0 4.5296
4.397088 8.052189 0.496962 -1.000000 0.000000 0.000000 0.497227 1 0 4.5081
4.401962 8.052242 0.592128 -1.000000 0.000000 0.000000 0.493886 1 0 4.4887
4.399820 8.052218 0.687937 -1.000000 0.000000 0.000000 0.487771 1 0 4.4715
4.397876 8.052197 0.782936 -1.000000 0.000000 0.000000 0.494820 1 0 4.4564
4.401386 8.052236 0.876546 -1.000000 0.000000 0.000000 0.469336 1 0 4.4433
4.400202 8.052222 0.970305 -1.000000 0.000000 0.000000 0.500390 1 0 4.4322
4.400114 8.052221 1.063492 -1.000000 0.000000 0.000000 0.514550 1 0 4.4231
4.398240 8.052201 1.156453 -1.000000 0.000000 0.000000 0.478375 1 0 4.4160
4.398362 8.052202 1.248987 -1.000000 0.000000 0.000000 0.497681 1 0 4.4108
4.401596 8.052238 1.341274 -1.000000 0.000000 0.000000 0.497523 1 0 4.4076
4.402614 8.052249 1.433610 -1.000000 0.000000 0.000000 0.498375 1 0 4.4063
4.399510 8.052215 1.525903 -1.000000 0.000000 0.000000 0.483506 1 0 4.4069
4.400421 8.052225 1.618288 -1.000000 0.000000 0.000000 0.516865 1 0 4.4095
4.401817 8.052240 1.710888 -1.000000 0.000000 0.000000 0.478491 1 0 4.4140
4.397274 8.052191 1.803300 -1.000000 0.000000 0.000000 0.492313 1 0 4.4205
4.397941 8.052197 1.896363 -1.000000 0.000000 0.000000 0.472320 1 0 4.4289
4.399736 8.052217 1.989989 -1.000000 0.000000 0.000000 0.485394 1 0 4.4394
4.401633 8.052238 2.084188 -1.000000 0.000000 0.000000 0.493730 1 0 4.4518
4.401115 8.052233 2.178637 -1.000000 0.000000 0.000000 0.478517 1 0 4.4662
4.402527 8.052248 2.274083 -1.000000 0.000000 0.000000 0.499804 1 0 4.4828
3.911500 8.046871 2.267457 -0.608761 0.000000 -0.793353 0.513807 6 0 4.0041
3.871550 8.046436 2.344256 -0.991445 0.000000 -0.130526 0.571011 6 0 3.9780
4.399230 8.052212 2.563761 -1.000000 0.000000 0.000000 0.506937 1 0 4.5451
4.400949 8.052231 2.662949 -1.000000 0.000000 0.000000 0.492538 1 0 4.5704
4.401409 8.052236 2.762985 -1.000000 0.000000 0.000000 0.468501 1 0 4.5979
4.397142 8.052189 2.862779 -1.000000 0.000000 0.000000 0.477756 1 0 4.6278
4.399995 8.052220 2.966197 -1.000000 0.000000 0.000000 0.465378 1 0 4.6602
4.043481 8.048318 2.939008 0.000000 0.000000 -1.000000 0.451196 5 0 4.3180
3.908946 8.046844 2.983342 -1.000000 0.000000 0.000000 0.596825 5 0 4.2062
3.911662 8.046874 3.079863 -1.000000 0.000000 0.000000 0.606917 5 0 4.2420
4.380788 8.052011 3.383920 -0.997290 -0.000000 -0.073565 0.500778 1 0 4.7964
4.371385 8.051908 3.490330 -0.992479 -0.000000 -0.122412 0.474337 1 0 4.8303
4.358202 8.051764 3.596582 -0.992479 -0.000000 -0.122412 0.502592 1 0 4.8645
4.322492 8.051373 3.809112 -0.985278 -0.000000 -0.170961 0.488415 1 0 4.9319
4.301057 8.051138 3.915822 -0.975701 -0.000000 -0.219104 0.495307 1 0 4.9652
4.279987 8.050907 4.024435 -0.975701 -0.000000 -0.219104 0.498568 1 0 4.9986
4.251325 8.050593 4.130141 -0.963776 -0.000001 -0.266715 0.484985 1 0 5.0314
3.850888 8.046209 3.992301 -0.453991 0.000000 -0.891007 0.521488 6 0 4.6191
4.189303 8.049915 4.343319 -0.949527 -0.000001 -0.313686 0.483802 1 0 5.0964
4.153146 8.049520 4.448850 -0.949527 -0.000001 -0.313686 0.475175 1 0 5.1290
4.114552 8.049097 4.554245 -0.932992 -0.000001 -0.359897 0.473093 1 0 5.1603
4.076197 8.048676 4.661565 -0.932992 -0.000001 -0.359897 0.464957 1 0 5.1924
4.029970 8.048171 4.764381 -0.914207 -0.000002 -0.405247 0.485028 1 0 5.2227
3.982597 8.047653 4.867846 -0.914207 -0.000002 -0.405247 0.461566 1 0 5.2544
3.932425 8.047104 4.970569 -0.893221 -0.000002 -0.449617 0.468570 1 0 5.2836
3.879161 8.046520 5.072189 -0.893221 -0.000002 -0.449617 0.496405 1 0 5.3147
3.824186 8.045918 5.173916 -0.870084 -0.000003 -0.492904 0.503916 1 0 5.3427
3.764562 8.045266 5.272809 -0.844849 -0.000004 -0.535004 0.478813 1 0 5.3726
3.702316 8.044585 5.370669 -0.844849 -0.000004 -0.535004 0.490059 1 0 5.4000
3.640534 8.043909 5.470807 -0.817580 -0.000005 -0.575815 0.491217 1 0 5.4285
3.574490 8.043186 5.568130 -0.817580 -0.000005 -0.575815 0.479671 1 0 5.4553
3.501548 8.042388 5.659141 -0.788340 -0.000005 -0.615240 0.514426 1 0 5.4822
3.428244 8.041585 5.751261 -0.788340 -0.000005 -0.615240 0.489256 1 0 5.5084
3.355924 8.040793 5.846478 -0.757202 -0.000006 -0.653181 0.474247 1 0 5.5337
3.276417 8.039924 5.934123 -0.757202 -0.000006 -0.653181 0.491618 1 0 5.5593
3.196337 8.039047 6.022686 -0.724239 -0.000007 -0.689549 0.514668 1 0 5.5829
3.115446 8.038161 6.112039 -0.724239 -0.000007 -0.689549 0.517113 1 0 5.6078
3.026656 8.037190 6.191316 -0.689533 -0.000008 -0.724254 0.495587 1 0 5.6295
2.937749 8.036217 6.271923 -0.653163 -0.000009 -0.757217 0.476235 1 0 5.6527
2.849214 8.035249 6.355042 -0.653163 -0.000009 -0.757217 0.457787 1 0 5.6736
2.753782 8.034204 6.428077 -0.615223 -0.000011 -0.788354 0.483578 1 0 5.6948
2.658872 8.033165 6.503682 -0.615223 -0.000011 -0.788354 0.490814 1 0 5.7149
2.561367 8.032098 6.576221 -0.575799 -0.000012 -0.817591 0.506826 1 0 5.7341
2.462209 8.031013 6.647347 -0.575799 -0.000012 -0.817591 0.475023 1 0 5.7535
2.359518 8.029888 6.712831 -0.534988 -0.000013 -0.844860 0.512061 1 0 5.7705
2.254814 8.028743 6.775464 -0.492888 -0.000013 -0.870093 0.486647 1 0 5.7887
2.149389 8.027590 6.838180 -0.492888 -0.000013 -0.870093 0.464562 1 0 5.8039
2.041549 8.026409 6.896743 -0.449603 -0.000014 -0.893229 0.477419 1 0 5.8199
1.932115 8.025210 6.952904 -0.449603 -0.000014 -0.893229 0.498704 1 0 5.8343
1.821027 8.023995 7.006266 -0.405231 -0.000016 -0.914214 0.487014 1 0 5.8480
1.707082 8.022748 7.052576 -0.405231 -0.000016 -0.914214 0.463112 1 0 5.8616
1.593147 8.021502 7.100603 -0.359887 -0.000017 -0.932996 0.464559 1 0 5.8729
1.477161 8.020232 7.143282 -0.313673 -0.000017 -0.949531 0.482327 1 0 5.8854
1.359760 8.018947 7.182206 -0.313673 -0.000017 -0.949531 0.497325 1 0 5.8946
1.242482 8.017664 7.223805 -0.266707 -0.000018 -0.963778 0.477256 1 0 5.9047
1.121650 8.016341 7.250606 -0.266707 -0.000018 -0.963778 0.478290 1 0 5.9130
1.001960 8.015031 7.284817 -0.219096 -0.000019 -0.975703 0.482559 1 0 5.9206
0.880370 8.013700 7.310200 -0.219096 -0.000019 -0.975703 0.462840 1 0 5.9281
2.430824 8.081731 -0.258150 -0.105178 0.000000 0.994453 0.432608 1 0 2.9767
2.477333 8.083212 -0.214292 -1.000000 0.000000 0.000000 0.518926 6 0 2.9871
2.476673 8.083191 -0.139543 -1.000000 0.000000 0.000000 0.545985 6 0 2.9465
2.512760 8.084341 -0.089240 0.000000 0.000000 1.000000 0.509839 6 0 2.9539
2.636051 8.088275 -0.089493 0.000000 0.000000 1.000000 0.461672 6 0 3.0595
2.769253 8.092525 -0.090130 0.000000 0.000000 1.000000 0.481561 6 0 3.1744
3.080859 8.102467 -0.179344 -0.127977 0.000000 0.991777 0.417316 1 0 3.4949
3.213324 8.106692 -0.163938 -0.127977 0.000000 0.991777 0.436275 1 0 3.6028
2.824262 8.094279 0.104409 -1.000000 0.000000 0.000000 0.458728 4 0 3.1355
2.826537 8.094352 0.175360 -1.000000 0.000000 0.000000 0.441132 4 0 3.1053
2.824896 8.094300 0.246745 -1.000000 0.000000 0.000000 0.441722 4 0 3.0771
2.826019 8.094336 0.315697 -1.000000 0.000000 0.000000 0.455557 4 0 3.0506
2.979779 8.099241 0.326149 0.000000 0.000000 1.000000 0.367020 4 0 3.1946
3.185628 8.105805 0.324479 0.000000 0.000000 1.000000 0.338398 4 0 3.3839
3.409236 8.112941 0.325556 0.000000 0.000000 1.000000 0.377617 4 0 3.5987
3.670085 8.121261 0.324536 0.000000 0.000000 1.000000 0.380644 4 0 3.8444
3.962723 8.130594 0.325393 0.000000 0.000000 1.000000 0.353287 4 0 4.1281
4.400484 8.144561 0.300613 -1.000000 0.000000 0.000000 0.497608 1 0 4.5553
4.399637 8.144534 0.398895 -1.000000 0.000000 0.000000 0.501603 1 0 4.5316
4.399207 8.144520 0.496076 -1.000000 0.000000 0.000000 0.499857 1 0 4.5101
4.397973 8.144481 0.592519 -1.000000 0.000000 0.000000 0.478478 1 0 4.4907
4.396354 8.144429 0.688195 -1.000000 0.000000 0.000000 0.507253 1 0 4.4735
4.399024 8.144514 0.876596 -1.000000 0.000000 0.000000 0.501506 1 0 4.4453
4.400033 8.144547 0.970108 -1.000000 0.000000 0.000000 0.492516 1 0 4.4342
4.399301 8.144524 1.063390 -1.000000 0.000000 0.000000 0.467946 1 0 4.4251
4.396683 8.144440 1.156425 -1.000000 0.000000 0.000000 0.485192 1 0 4.4180
4.401286 8.144587 1.248765 -1.000000 0.000000 0.000000 0.517082 1 0 4.4128
4.400409 8.144559 1.341255 -1.000000 0.000000 0.000000 0.490328 1 0 4.4096
4.401779 8.144603 1.433606 -1.000000 0.000000 0.000000 0.479006 1 0 4.4083
4.400633 8.144566 1.525957 -1.000000 0.000000 0.000000 0.498444 1 0 4.4089
4.398610 8.144501 1.618294 -1.000000 0.000000 0.000000 0.491220 1 0 4.4115
4.401250 8.144586 1.710972 -1.000000 0.000000 0.000000 0.491220 1 0 4.4160
4.396347 8.144429 1.803385 -1.000000 0.000000 0.000000 0.500254 1 0 4.4225
4.398819 8.144508 1.896653 -1.000000 0.000000 0.000000 0.499639 1 0 4.4309
4.401942 8.144608 1.990502 -1.000000 0.000000 0.000000 0.500667 1 0 4.4413
4.399825 8.144540 2.084212 -1.000000 0.000000 0.000000 0.477219 1 0 4.4538
4.400441 8.144560 2.178853 -1.000000 0.000000 0.000000 0.486972 1 0 4.4682
4.402059 8.144611 2.274365 -1.000000 0.000000 0.000000 0.503614 1 0 4.4848
3.913869 8.129038 2.268320 -0.608761 0.000000 -0.793353 0.518242 6 0 4.0055
3.870515 8.127652 2.344419 -0.991445 0.000000 -0.130526 0.571343 6 0 3.9797
4.400671 8.144567 2.564626 -1.000000 0.000000 0.000000 0.466261 1 0 4.5472
4.398503 8.144498 2.662819 -1.000000 0.000000 0.000000 0.485047 1 0 4.5724
4.399327 8.144524 2.762953 -1.000000 0.000000 0.000000 0.484778 1 0 4.6000
4.399699 8.144536 2.864235 -1.000000 0.000000 0.000000 0.497487 1 0 4.6299
4.399204 8.144520 2.966605 -1.000000 0.000000 0.000000 0.486020 1 0 4.6622
4.044261 8.133195 2.939964 0.000000 0.000000 -1.000000 0.465040 5 0 4.3180
3.910579 8.128932 2.984671 -1.000000 0.000000 0.000000 0.583160 5 0 4.2081
3.911077 8.128948 3.080351 -1.000000 0.000000 0.000000 0.628537 5 0 4.2439
4.381699 8.143961 3.385190 -0.997290 -0.000000 -0.073565 0.496108 1 0 4.7985
4.372731 8.143676 3.491874 -0.992479 -0.000000 -0.122412 0.495090 1 0 4.8324
4.358098 8.143209 3.597494 -0.992479 -0.000000 -0.122412 0.474703 1 0 4.8665
4.341294 8.142673 3.703570 -0.985278 -0.000000 -0.170961 0.463327 1 0 4.9002
4.324611 8.142140 3.811327 -0.985278 -0.000000 -0.170961 0.481316 1 0 4.9339
4.302076 8.141422 3.917514 -0.975701 -0.000000 -0.219104 0.476644 1 0 4.9672
4.278134 8.140657 4.024477 -0.975701 -0.000000 -0.219104 0.480523 1 0 5.0006
4.251080 8.139795 4.131190 -0.963776 -0.000001 -0.266715 0.487442 1 0 5.0333
3.850446 8.127012 3.993151 -0.453991 0.000000 -0.891007 0.561450 6 0 4.6200
4.188576 8.137802 4.344116 -0.949527 -0.000001 -0.313686 0.492290 1 0 5.0983
4.153706 8.136689 4.450600 -0.949527 -0.000001 -0.313686 0.472039 1 0 5.1309
4.113670 8.135412 4.554973 -0.932992 -0.000001 -0.359897 0.489945 1 0 5.1621
4.073294 8.134125 4.660720 -0.932992 -0.000001 -0.359897 0.493332 1 0 5.1942
4.028071 8.132682 4.764308 -0.914207 -0.000002 -0.405247 0.489313 1 0 5.2244
3.984227 8.131283 4.870778 -0.914207 -0.000002 -0.405247 0.488793 1 0 5.2561
3.932902 8.129646 4.972576 -0.893221 -0.000002 -0.449617 0.476138 1 0 5.2852
3.878874 8.127922 5.073546 -0.870082 -0.000002 -0.492906 0.513357 1 0 5.3163
3.821850 8.126103 5.173315 -0.870084 -0.000003 -0.492904 0.476904 1 0 5.3443
3.765680 8.124311 5.275659 -0.844849 -0.000004 -0.535004 0.475842 1 0 5.3741
3.703990 8.122343 5.374200 -0.844849 -0.000004 -0.535004 0.507175 1 0 5.4014
3.641862 8.120362 5.474078 -0.817578 -0.000004 -0.575817 0.492484 1 0 5.4298
3.571987 8.118134 5.567097 -0.817580 -0.000005 -0.575815 0.490877 1 0 5.4566
3.502182 8.115907 5.661793 -0.788340 -0.000005 -0.615240 0.477802 1 0 5.4835
3.428615 8.113560 5.753656 -0.788340 -0.000005 -0.615240 0.466901 1 0 5.5097
3.354047 8.111181 5.845995 -0.757202 -0.000006 -0.653181 0.484748 1 0 5.5349
3.277926 8.108752 5.938198 -0.757202 -0.000006 -0.653181 0.488141 1 0 5.5605
3.113652 8.103513 6.111450 -0.724239 -0.000007 -0.689549 0.488261 1 0 5.6088
3.025755 8.100709 6.192034 -0.689533 -0.000008 -0.724254 0.484117 1 0 5.6305
2.936856 8.097873 6.272624 -0.653162 -0.000009 -0.757219 0.463997 1 0 5.6536
2.846789 8.094999 6.353075 -0.653163 -0.000009 -0.757217 0.507315 1 0 5.6744
2.752724 8.091999 6.428402 -0.615223 -0.000011 -0.788354 0.473206 1 0 5.6956
2.658541 8.088995 6.505322 -0.615223 -0.000011 -0.788354 0.462240 1 0 5.7157
2.560149 8.085856 6.576087 -0.575799 -0.000012 -0.817591 0.512424 1 0 5.7347
2.461789 8.082719 6.648794 -0.575799 -0.000012 -0.817591 0.482959 1 0 5.7541
2.359032 8.079441 6.714112 -0.534988 -0.000013 -0.844860 0.484282 1 0 5.7710
2.255004 8.076122 6.778301 -0.492888 -0.000013 -0.870093 0.474206 1 0 5.7892
2.148102 8.072713 6.837378 -0.492888 -0.000013 -0.870093 0.503579 1 0 5.8044
2.041325 8.069307 6.898591 -0.449603 -0.000014 -0.893229 0.520957 1 0 5.8203
1.931568 8.065806 6.953822 -0.449603 -0.000014 -0.893229 0.510334 1 0 5.8347
1.818911 8.062212 7.002322 -0.405231 -0.000016 -0.914214 0.487024 1 0 5.8483
1.707392 8.058655 7.056104 -0.405231 -0.000016 -0.914214 0.486676 1 0 5.8619
1.592031 8.054976 7.099194 -0.359887 -0.000017 -0.932996 0.466833 1 0 5.8732
1.477488 8.051321 7.147095 -0.313673 -0.000017 -0.949531 0.518178 1 0 5.8856
1.359004 8.047542 7.181602 -0.313673 -0.000017 -0.949531 0.477484 1 0 5.8948
1.241292 8.043787 7.220887 -0.266707 -0.000018 -0.963778 0.473556 1 0 5.9048
1.122206 8.039989 7.256066 -0.266707 -0.000018 -0.963778 0.472551 1 0 5.9132
1.001294 8.036132 7.283575 -0.219096 -0.000019 -0.975703 0.464328 1 0 5.9207
0.879861 8.032258 7.309461 -0.219096 -0.000019 -0.975703 0.488627 1 0 5.9282
2.428127 8.132718 -0.257776 -0.105178 0.000000 0.994453 0.427694 1 0 2.9771
2.474270 8.135158 -0.213716 -1.000000 0.000000 0.000000 0.542470 6 0 2.9898
2.474477 8.135169 -0.139548 -1.000000 0.000000 0.000000 0.555487 6 0 2.9491
2.509961 8.137043 -0.088895 0.000000 0.000000 1.000000 0.474766 6 0 2.9539
2.636707 8.143747 -0.091241 0.000000 0.000000 1.000000 0.480088 6 0 3.0595
2.765046 8.150532 -0.089162 0.000000 0.000000 1.000000 0.480765 6 0 3.1744
3.082441 8.167319 -0.181625 -0.127977 0.000000 0.991777 0.418615 1 0 3.4955
3.211121 8.174125 -0.164265 -0.127977 0.000000 0.991777 0.422394 1 0 3.6035
2.822006 8.153547 0.104288 -1.000000 0.000000 0.000000 0.472398 4 0 3.1383
2.823843 8.153645 0.175441 -1.000000 0.000000 0.000000 0.467380 4 0 3.1081
2.826972 8.153810 0.244794 -1.000000 0.000000 0.000000 0.473569 4 0 3.0798
2.824998 8.153706 0.315099 -1.000000 0.000000 0.000000 0.462400 4 0 3.0533
2.978651 8.161830 0.325576 0.000000 0.000000 1.000000 0.374439 4 0 3.1946
3.182741 8.172622 0.324498 0.000000 0.000000 1.000000 0.366993 4 0 3.3839
3.408628 8.184567 0.324759 0.000000 0.000000 1.000000 0.376675 4 0 3.5987
3.665716 8.198161 0.324875 0.000000 0.000000 1.000000 0.334543 4 0 3.8444
3.959441 8.213696 0.325325 0.000000 0.000000 1.000000 0.352749 4 0 4.1281
