# x y z label
-0.382134 40.973721 1.599163 1
-0.382131 42.972469 1.599163 1
-0.382128 44.971222 1.599163 1
-0.382126 46.969975 1.599163 1
-0.382123 48.968723 1.599163 1
-0.382121 50.967476 1.599163 1
-0.382118 52.966228 1.599163 1
-0.382116 54.964977 1.599163 1
-0.382113 56.963730 1.599163 1
-0.382111 58.962482 1.599163 1
-0.382108 60.961231 1.599163 1
-0.382105 62.959984 1.599163 1
-0.382103 64.958733 1.599163 1
-0.382100 66.957489 1.599163 1
-0.382098 68.956238 1.599163 1
-0.382095 70.954987 1.599163 1
-0.382093 72.953743 1.599163 1
-0.382090 74.952492 1.599163 1
-0.382087 76.951241 1.599163 1
-0.382085 78.949997 1.599163 1
-0.470782 0.998694 1.557259 1
-0.470779 2.997446 1.557259 1
-0.470777 4.996197 1.557259 1
-0.470774 6.994948 1.557259 1
-0.470772 8.993700 1.557259 1
-0.470769 10.992451 1.557259 1
-0.470767 12.991202 1.557259 1
-0.470764 14.989954 1.557259 1
-0.470762 16.988705 1.557259 1
-0.470759 18.987455 1.557259 1
-0.470756 20.986206 1.557259 1
-0.470754 22.984959 1.557259 1
-0.470751 24.983709 1.557259 1
-0.470749 26.982460 1.557259 1
-0.470746 28.981213 1.557259 1
-0.470744 30.979963 1.557259 1
-0.470741 32.978714 1.557259 1
-0.470739 34.977467 1.557259 1
-0.470736 36.976215 1.557259 1
-0.470733 38.974968 1.557259 1
-0.470731 40.973721 1.557259 1
-0.470728 42.972469 1.557259 1
-0.470726 44.971222 1.557259 1
-0.470723 46.969975 1.557259 1
-0.470721 48.968723 1.557259 1
-0.470718 50.967476 1.557259 1
-0.470716 52.966228 1.557259 1
-0.470713 54.964977 1.557259 1
-0.470710 56.963730 1.557259 1
-0.470708 58.962482 1.557259 1
-0.470705 60.961231 1.557259 1
-0.470703 62.959984 1.557259 1
-0.470700 64.958733 1.557259 1
-0.470698 66.957489 1.557259 1
-0.470695 68.956238 1.557259 1
-0.470693 70.954987 1.557259 1
-0.470690 72.953743 1.557259 1
-0.470687 74.952492 1.557259 1
-0.470685 76.951241 1.557259 1
-0.470682 78.949997 1.557259 1
-0.554846 0.998694 1.506873 1
-0.554843 2.997446 1.506873 1
-0.554840 4.996197 1.506873 1
-0.554838 6.994948 1.506873 1
-0.554835 8.993700 1.506873 1
-0.554833 10.992451 1.506873 1
-0.554830 12.991202 1.506873 1
-0.554828 14.989954 1.506873 1
-0.554825 16.988705 1.506873 1
-0.554822 18.987455 1.506873 1
-0.554820 20.986206 1.506873 1
-0.554817 22.984959 1.506873 1
-0.554815 24.983709 1.506873 1
-0.554812 26.982460 1.506873 1
-0.554810 28.981213 1.506873 1
-0.554807 30.979963 1.506873 1
-0.554805 32.978714 1.506873 1
-0.554802 34.977467 1.506873 1
-0.554799 36.976215 1.506873 1
-0.554797 38.974968 1.506873 1
-0.554794 40.973721 1.506873 1
-0.554792 42.972469 1.506873 1
-0.554789 44.971222 1.506873 1
-0.554787 46.969975 1.506873 1
-0.554784 48.968723 1.506873 1
-0.554782 50.967476 1.506873 1
-0.554779 52.966228 1.506873 1
-0.554776 54.964977 1.506873 1
-0.554774 56.963730 1.506873 1
-0.554771 58.962482 1.506873 1
-0.554769 60.961231 1.506873 1
-0.554766 62.959984 1.506873 1
-0.554764 64.958733 1.506873 1
-0.554761 66.957489 1.506873 1
-0.554759 68.956238 1.506873 1
-0.554756 70.954987 1.506873 1
-0.554753 72.953743 1.506873 1
-0.554751 74.952492 1.506873 1
-0.554748 76.951241 1.506873 1
-0.554746 78.949997 1.506873 1
-0.633566 0.998695 1.448491 1
-0.633563 2.997446 1.448491 1
-0.633560 4.996197 1.448491 1
-0.633558 6.994948 1.448491 1
-0.633555 8.993700 1.448491 1
-0.633553 10.992451 1.448491 1
-0.633550 12.991202 1.448491 1
-0.633548 14.989954 1.448491 1
-0.633545 16.988705 1.448491 1
-0.633542 18.987455 1.448491 1
-0.633540 20.986206 1.448491 1
-0.633537 22.984959 1.448491 1
-0.633535 24.983709 1.448491 1
-0.633532 26.982460 1.448491 1
-0.633530 28.981213 1.448491 1
-0.633527 30.979963 1.448491 1
-0.633525 32.978714 1.448491 1
-0.633522 34.977467 1.448491 1
-0.633519 36.976215 1.448491 1
-0.633517 38.974968 1.448491 1
-0.633514 40.973721 1.448491 1
-0.633512 42.972469 1.448491 1
-0.633509 44.971222 1.448491 1
-0.633507 46.969975 1.448491 1
-0.633504 48.968723 1.448491 1
-0.633502 50.967476 1.448491 1
-0.633499 52.966228 1.448491 1
-0.633496 54.964977 1.448491 1
-0.633494 56.963730 1.448491 1
-0.633491 58.962482 1.448491 1
-0.633489 60.961231 1.448491 1
-0.633486 62.959984 1.448491 1
-0.633484 64.958733 1.448491 1
-0.633481 66.957489 1.448491 1
-0.633479 68.956238 1.448491 1
-0.633476 70.954987 1.448491 1
-0.633473 72.953743 1.448491 1
-0.633471 74.952492 1.448491 1
-0.633468 76.951241 1.448491 1
-0.633466 78.949997 1.448491 1
-0.706184 0.998695 1.382673 1
-0.706181 2.997446 1.382673 1
-0.706179 4.996197 1.382673 1
-0.706176 6.994948 1.382673 1
-0.706174 8.993700 1.382673 1
-0.706171 10.992451 1.382673 1
-0.706169 12.991202 1.382673 1
-0.706166 14.989954 1.382673 1
-0.706163 16.988705 1.382673 1
-0.706161 18.987455 1.382673 1
-0.706158 20.986206 1.382673 1
-0.706156 22.984959 1.382673 1
-0.706153 24.983709 1.382673 1
-0.706151 26.982460 1.382673 1
-0.706148 28.981213 1.382673 1
-0.706146 30.979963 1.382673 1
-0.706143 32.978714 1.382673 1
-0.706140 34.977467 1.382673 1
-0.706138 36.976215 1.382673 1
-0.706135 38.974968 1.382673 1
-0.706133 40.973721 1.382673 1
-0.706130 42.972469 1.382673 1
-0.706128 44.971222 1.382673 1
-0.706125 46.969975 1.382673 1
-0.706123 48.968723 1.382673 1
-0.706120 50.967476 1.382673 1
-0.706117 52.966228 1.382673 1
-0.706115 54.964977 1.382673 1
-0.706112 56.963730 1.382673 1
-0.706110 58.962482 1.382673 1
-0.706107 60.961231 1.382673 1
-0.706105 62.959984 1.382673 1
-0.706102 64.958733 1.382673 1
-0.706100 66.957489 1.382673 1
-0.706097 68.956238 1.382673 1
-0.706094 70.954987 1.382673 1
-0.706092 72.953743 1.382673 1
-0.706089 74.952492 1.382673 1
-0.706087 76.951241 1.382673 1
-0.706084 78.949997 1.382673 1
-0.772001 0.998695 1.310054 1
-0.771999 2.997446 1.310054 1
-0.771996 4.996197 1.310054 1
-0.771994 6.994948 1.310054 1
-0.771991 8.993700 1.310054 1
-0.771989 10.992451 1.310054 1
-0.771986 12.991202 1.310054 1
-0.771983 14.989954 1.310054 1
-0.771981 16.988707 1.310054 1
-0.771978 18.987457 1.310054 1
-0.771976 20.986208 1.310054 1
-0.771973 22.984961 1.310054 1
-0.771971 24.983711 1.310054 1
-0.771968 26.982462 1.310054 1
-0.771966 28.981215 1.310054 1
-0.771963 30.979965 1.310054 1
-0.771960 32.978714 1.310054 1
-0.771958 34.977467 1.310054 1
-0.771955 36.976215 1.310054 1
-0.771953 38.974968 1.310054 1
-0.771950 40.973721 1.310054 1
-0.771948 42.972469 1.310054 1
-0.771945 44.971222 1.310054 1
-0.771943 46.969975 1.310054 1
-0.771940 48.968723 1.310054 1
-0.771937 50.967476 1.310054 1
-0.771935 52.966228 1.310054 1
-0.771932 54.964977 1.310054 1
-0.771930 56.963730 1.310054 1
-0.771927 58.962482 1.310054 1
-0.771925 60.961231 1.310054 1
-0.771922 62.959984 1.310054 1
-0.771920 64.958733 1.310054 1
-0.771917 66.957489 1.310054 1
-0.771914 68.956238 1.310054 1
-0.771912 70.954987 1.310054 1
-0.771909 72.953743 1.310054 1
-0.771907 74.952492 1.310054 1
-0.771904 76.951241 1.310054 1
-0.771902 78.949997 1.310054 1
-0.830384 0.998695 1.231334 1
-0.830382 2.997446 1.231334 1
-0.830379 4.996197 1.231334 1
-0.830376 6.994948 1.231334 1
-0.830374 8.993700 1.231334 1
-0.830371 10.992451 1.231334 1
-0.830369 12.991202 1.231334 1
-0.830366 14.989954 1.231334 1
-0.830364 16.988707 1.231334 1
-0.830361 18.987457 1.231334 1
-0.830358 20.986208 1.231334 1
-0.830356 22.984961 1.231334 1
-0.830353 24.983711 1.231334 1
-0.830351 26.982462 1.231334 1
-0.830348 28.981215 1.231334 1
-0.830346 30.979965 1.231334 1
-0.830343 32.978714 1.231334 1
-0.830341 34.977467 1.231334 1
-0.830338 36.976215 1.231334 1
-0.830335 38.974968 1.231334 1
-0.830333 40.973721 1.231334 1
-0.830330 42.972469 1.231334 1
-0.830328 44.971222 1.231334 1
-0.830325 46.969975 1.231334 1
-0.830323 48.968723 1.231334 1
-0.830320 50.967476 1.231334 1
-0.830318 52.966228 1.231334 1
-0.830315 54.964977 1.231334 1
-0.830312 56.963730 1.231334 1
-0.830310 58.962482 1.231334 1
-0.830307 60.961231 1.231334 1
-0.830305 62.959984 1.231334 1
-0.830302 64.958733 1.231334 1
-0.830300 66.957489 1.231334 1
-0.830297 68.956238 1.231334 1
-0.830295 70.954987 1.231334 1
-0.830292 72.953743 1.231334 1
-0.830289 74.952492 1.231334 1
-0.830287 76.951241 1.231334 1
-0.830284 78.949997 1.231334 1
-0.880770 0.998695 1.147270 1
-0.880767 2.997446 1.147270 1
-0.880765 4.996197 1.147270 1
-0.880762 6.994948 1.147270 1
-0.880759 8.993700 1.147270 1
-0.880757 10.992451 1.147270 1
-0.880754 12.991202 1.147270 1
-0.880752 14.989954 1.147270 1
-0.880749 16.988707 1.147270 1
-0.880747 18.987457 1.147270 1
-0.880744 20.986208 1.147270 1
-0.880742 22.984961 1.147270 1
-0.880739 24.983711 1.147270 1
-0.880736 26.982462 1.147270 1
-0.880734 28.981215 1.147270 1
-0.880731 30.979965 1.147270 1
-0.880729 32.978714 1.147270 1
-0.880726 34.977467 1.147270 1
-0.880724 36.976215 1.147270 1
-0.880721 38.974968 1.147270 1
-0.880718 40.973721 1.147270 1
-0.880716 42.972469 1.147270 1
-0.880713 44.971222 1.147270 1
-0.880711 46.969975 1.147270 1
-0.880708 48.968723 1.147270 1
-0.880706 50.967476 1.147270 1
-0.880703 52.966228 1.147270 1
-0.880701 54.964977 1.147270 1
-0.880698 56.963730 1.147270 1
-0.880695 58.962482 1.147270 1
-0.880693 60.961231 1.147270 1
-0.880690 62.959984 1.147270 1
-0.880688 64.958733 1.147270 1
-0.880685 66.957489 1.147270 1
-0.880683 68.956238 1.147270 1
-0.880680 70.954987 1.147270 1
-0.880678 72.953743 1.147270 1
-0.880675 74.952492 1.147270 1
-0.880672 76.951241 1.147270 1
-0.880670 78.949997 1.147270 1
-0.922673 0.998695 1.058673 1
-0.922670 2.997446 1.058673 1
-0.922668 4.996197 1.058673 1
-0.922665 6.994948 1.058673 1
-0.922663 8.993700 1.058673 1
-0.922660 10.992451 1.058673 1
-0.922658 12.991202 1.058673 1
-0.922655 14.989954 1.058673 1
-0.922652 16.988707 1.058673 1
-0.922650 18.987457 1.058673 1
-0.922647 20.986208 1.058673 1
-0.922645 22.984961 1.058673 1
-0.922642 24.983711 1.058673 1
-0.922640 26.982462 1.058673 1
-0.922637 28.981215 1.058673 1
-0.922635 30.979965 1.058673 1
-0.922632 32.978714 1.058673 1
-0.922629 34.977467 1.058673 1
-0.922627 36.976215 1.058673 1
-0.922624 38.974968 1.058673 1
-0.922622 40.973721 1.058673 1
-0.922619 42.972469 1.058673 1
-0.922617 44.971222 1.058673 1
-0.922614 46.969975 1.058673 1
-0.922612 48.968723 1.058673 1
-0.922609 50.967476 1.058673 1
-0.922606 52.966228 1.058673 1
-0.922604 54.964977 1.058673 1
-0.922601 56.963730 1.058673 1
-0.922599 58.962482 1.058673 1
-0.922596 60.961231 1.058673 1
-0.922594 62.959984 1.058673 1
-0.922591 64.958733 1.058673 1
-0.922589 66.957489 1.058673 1
-0.922586 68.956238 1.058673 1
-0.922583 70.954987 1.058673 1
-0.922581 72.953743 1.058673 1
-0.922578 74.952492 1.058673 1
-0.922576 76.951241 1.058673 1
-0.922573 78.949997 1.058673 1
-0.955691 0.998695 0.966395 1
-0.955688 2.997446 0.966395 1
-0.955685 4.996198 0.966395 1
-0.955683 6.994949 0.966395 1
-0.955680 8.993700 0.966395 1
-0.955678 10.992451 0.966395 1
-0.955675 12.991202 0.966395 1
-0.955673 14.989954 0.966395 1
-0.955670 16.988707 0.966395 1
-0.955667 18.987457 0.966395 1
-0.955665 20.986208 0.966395 1
-0.955662 22.984961 0.966395 1
-0.955660 24.983711 0.966395 1
-0.955657 26.982462 0.966395 1
-0.955655 28.981215 0.966395 1
-0.955652 30.979965 0.966395 1
-0.955650 32.978714 0.966395 1
-0.955647 34.977467 0.966395 1
-0.955644 36.976215 0.966395 1
-0.955642 38.974968 0.966395 1
-0.955639 40.973721 0.966395 1
-0.955637 42.972469 0.966395 1
-0.955634 44.971222 0.966395 1
-0.955632 46.969975 0.966395 1
-0.955629 48.968723 0.966395 1
-0.955627 50.967476 0.966395 1
-0.955624 52.966228 0.966395 1
-0.955621 54.964977 0.966395 1
-0.955619 56.963730 0.966395 1
-0.955616 58.962482 0.966395 1
-0.955614 60.961231 0.966395 1
-0.955611 62.959984 0.966395 1
-0.955609 64.958733 0.966395 1
-0.955606 66.957489 0.966395 1
-0.955604 68.956238 0.966395 1
-0.955601 70.954987 0.966395 1
-0.955598 72.953743 0.966395 1
-0.955596 74.952492 0.966395 1
-0.955593 76.951241 0.966395 1
-0.955591 78.949997 0.966395 1
-0.979504 0.998695 0.871325 1
-0.979502 2.997446 0.871325 1
-0.979499 4.996198 0.871325 1
-0.979496 6.994949 0.871325 1
-0.979494 8.993700 0.871325 1
-0.979491 10.992451 0.871325 1
-0.979489 12.991202 0.871325 1
-0.979486 14.989954 0.871325 1
-0.979484 16.988707 0.871325 1
-0.979481 18.987457 0.871325 1
-0.979479 20.986208 0.871325 1
-0.979476 22.984961 0.871325 1
-0.979473 24.983711 0.871325 1
-0.979471 26.982462 0.871325 1
-0.979468 28.981215 0.871325 1
-0.979466 30.979965 0.871325 1
-0.979463 32.978714 0.871325 1
-0.979461 34.977467 0.871325 1
-0.979458 36.976215 0.871325 1
-0.979456 38.974968 0.871325 1
-0.979453 40.973721 0.871325 1
-0.979450 42.972469 0.871325 1
-0.979448 44.971222 0.871325 1
-0.979445 46.969975 0.871325 1
-0.979443 48.968723 0.871325 1
-0.979440 50.967476 0.871325 1
-0.979438 52.966228 0.871325 1
-0.979435 54.964977 0.871325 1
-0.979433 56.963730 0.871325 1
-0.979430 58.962482 0.871325 1
-0.979427 60.961231 0.871325 1
-0.979425 62.959984 0.871325 1
-0.979422 64.958733 0.871325 1
-0.979420 66.957489 0.871325 1
-0.979417 68.956238 0.871325 1
-0.979415 70.954987 0.871325 1
-0.979412 72.953743 0.871325 1
-0.979410 74.952492 0.871325 1
-0.979407 76.951241 0.871325 1
-0.979404 78.949997 0.871325 1
-0.993885 0.998695 0.774378 1
-0.993882 2.997446 0.774378 1
-0.993880 4.996198 0.774378 1
-0.993877 6.994949 0.774378 1
-0.993874 8.993700 0.774378 1
-0.993872 10.992451 0.774378 1
-0.993869 12.991202 0.774378 1
-0.993867 14.989954 0.774378 1
-0.993864 16.988707 0.774378 1
-0.993862 18.987457 0.774378 1
-0.993859 20.986208 0.774378 1
-0.993857 22.984961 0.774378 1
-0.993854 24.983711 0.774378 1
-0.993851 26.982462 0.774378 1
-0.993849 28.981215 0.774378 1
-0.993846 30.979965 0.774378 1
-0.993844 32.978714 0.774378 1
-0.993841 34.977467 0.774378 1
-0.993839 36.976215 0.774378 1
-0.993836 38.974968 0.774378 1
-0.993833 40.973721 0.774378 1
-0.993831 42.972469 0.774378 1
-0.993828 44.971222 0.774378 1
-0.993826 46.969975 0.774378 1
-0.993823 48.968723 0.774378 1
-0.993821 50.967476 0.774378 1
-0.993818 52.966228 0.774378 1
-0.993816 54.964977 0.774378 1
-0.993813 56.963730 0.774378 1
-0.993810 58.962482 0.774378 1
-0.993808 60.961231 0.774378 1
-0.993805 62.959984 0.774378 1
-0.993803 64.958733 0.774378 1
-0.993800 66.957489 0.774378 1
-0.993798 68.956238 0.774378 1
-0.993795 70.954987 0.774378 1
-0.993793 72.953743 0.774378 1
-0.993790 74.952492 0.774378 1
-0.993787 76.951241 0.774378 1
-0.993785 78.949997 0.774378 1
-0.998693 0.998695 0.676489 1
-0.998691 2.997446 0.676489 1
-0.998688 4.996198 0.676489 1
-0.998686 6.994949 0.676489 1
-0.998683 8.993700 0.676489 1
-0.998681 10.992451 0.676489 1
-0.998678 12.991202 0.676489 1
-0.998676 14.989954 0.676489 1
-0.998673 16.988707 0.676489 1
-0.998670 18.987457 0.676489 1
-0.998668 20.986208 0.676489 1
-0.998665 22.984961 0.676489 1
-0.998663 24.983711 0.676489 1
-0.998660 26.982462 0.676489 1
-0.998658 28.981215 0.676489 1
-0.998655 30.979965 0.676489 1
-0.998653 32.978714 0.676489 1
-0.998650 34.977467 0.676489 1
-0.998647 36.976215 0.676489 1
-0.998645 38.974968 0.676489 1
-0.998642 40.973721 0.676489 1
-0.998640 42.972469 0.676489 1
-0.998637 44.971222 0.676489 1
-0.998635 46.969975 0.676489 1
-0.998632 48.968723 0.676489 1
-0.998630 50.967476 0.676489 1
-0.998627 52.966228 0.676489 1
-0.998624 54.964977 0.676489 1
-0.998622 56.963730 0.676489 1
-0.998619 58.962482 0.676489 1
-0.998617 60.961231 0.676489 1
-0.998614 62.959984 0.676489 1
-0.998612 64.958733 0.676489 1
-0.998609 66.957489 0.676489 1
-0.998607 68.956238 0.676489 1
-0.998604 70.954987 0.676489 1
-0.998601 72.953743 0.676489 1
-0.998599 74.952492 0.676489 1
-0.998596 76.951241 0.676489 1
-0.998594 78.949997 0.676489 1
-0.993884 0.998695 0.578600 1
-0.993882 2.997446 0.578600 1
-0.993879 4.996198 0.578600 1
-0.993877 6.994949 0.578600 1
-0.993874 8.993700 0.578600 1
-0.993872 10.992451 0.578600 1
-0.993869 12.991202 0.578600 1
-0.993866 14.989954 0.578600 1
-0.993864 16.988707 0.578600 1
-0.993861 18.987457 0.578600 1
-0.993859 20.986208 0.578600 1
-0.993856 22.984961 0.578600 1
-0.993854 24.983711 0.578600 1
-0.993851 26.982462 0.578600 1
-0.993849 28.981215 0.578600 1
-0.993846 30.979965 0.578600 1
-0.993843 32.978714 0.578600 1
-0.993841 34.977467 0.578600 1
-0.993838 36.976215 0.578600 1
-0.993836 38.974968 0.578600 1
-0.993833 40.973721 0.578600 1
-0.993831 42.972469 0.578600 1
-0.993828 44.971222 0.578600 1
-0.993826 46.969975 0.578600 1
-0.993823 48.968723 0.578600 1
-0.993820 50.967476 0.578600 1
-0.993818 52.966228 0.578600 1
-0.993815 54.964977 0.578600 1
-0.993813 56.963730 0.578600 1
-0.993810 58.962482 0.578600 1
-0.993808 60.961231 0.578600 1
-0.993805 62.959984 0.578600 1
-0.993803 64.958733 0.578600 1
-0.993800 66.957489 0.578600 1
-0.993797 68.956238 0.578600 1
-0.993795 70.954987 0.578600 1
-0.993792 72.953743 0.578600 1
-0.993790 74.952492 0.578600 1
-0.993787 76.951241 0.578600 1
-0.993785 78.949997 0.578600 1
-0.979504 0.998695 0.481654 1
-0.979501 2.997446 0.481654 1
-0.979498 4.996198 0.481654 1
-0.979496 6.994949 0.481654 1
-0.979493 8.993700 0.481654 1
-0.979491 10.992451 0.481654 1
-0.979488 12.991202 0.481654 1
-0.979486 14.989954 0.481654 1
-0.979483 16.988707 0.481654 1
-0.979480 18.987457 0.481654 1
-0.979478 20.986208 0.481654 1
-0.979475 22.984961 0.481654 1
-0.979473 24.983711 0.481654 1
-0.979470 26.982462 0.481654 1
-0.979468 28.981215 0.481654 1
-0.979465 30.979965 0.481654 1
-0.979463 32.978714 0.481654 1
-0.979460 34.977467 0.481654 1
-0.979457 36.976215 0.481654 1
-0.979455 38.974968 0.481654 1
-0.979452 40.973721 0.481654 1
-0.979450 42.972469 0.481654 1
-0.979447 44.971222 0.481654 1
-0.979445 46.969975 0.481654 1
-0.979442 48.968723 0.481654 1
-0.979440 50.967476 0.481654 1
-0.979437 52.966228 0.481654 1
-0.979434 54.964977 0.481654 1
-0.979432 56.963730 0.481654 1
-0.979429 58.962482 0.481654 1
-0.979427 60.961231 0.481654 1
-0.979424 62.959984 0.481654 1
-0.979422 64.958733 0.481654 1
-0.979419 66.957489 0.481654 1
-0.979417 68.956238 0.481654 1
-0.979414 70.954987 0.481654 1
-0.979411 72.953743 0.481654 1
-0.979409 74.952492 0.481654 1
-0.979406 76.951241 0.481654 1
-0.979404 78.949997 0.481654 1
-0.955690 0.998695 0.386584 1
-0.955687 2.997446 0.386584 1
-0.955684 4.996198 0.386584 1
-0.955682 6.994949 0.386584 1
-0.955679 8.993700 0.386584 1
-0.955677 10.992451 0.386584 1
-0.955674 12.991202 0.386584 1
-0.955672 14.989954 0.386584 1
-0.955669 16.988707 0.386584 1
-0.955666 18.987457 0.386584 1
-0.955664 20.986208 0.386584 1
-0.955661 22.984961 0.386584 1
-0.955659 24.983711 0.386584 1
-0.955656 26.982462 0.386584 1
-0.955654 28.981215 0.386584 1
-0.955651 30.979965 0.386584 1
-0.955649 32.978714 0.386584 1
-0.955646 34.977467 0.386584 1
-0.955643 36.976215 0.386584 1
